"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Click loss","run-multi-task-without-debiasing - Click loss__MIN","run-multi-task-without-debiasing - Click loss__MAX"
"86188","430936","430936","430936","0.14250268042087555","0.14250268042087555","0.14250268042087555"
"86190","430946","430946","430946","0.30771389603614807","0.30771389603614807","0.30771389603614807"
"86194","430966","430966","430966","0.11853951215744019","0.11853951215744019","0.11853951215744019"
"86205","431021","431021","431021","0.13860410451889038","0.13860410451889038","0.13860410451889038"
"86220","431096","431096","431096","0.2262345850467682","0.2262345850467682","0.2262345850467682"
"86222","431106","431106","431106","0.2623146176338196","0.2623146176338196","0.2623146176338196"
"86227","431131","431131","431131","0.27681484818458557","0.27681484818458557","0.27681484818458557"
"86230","431146","431146","431146","0.2605884373188019","0.2605884373188019","0.2605884373188019"
"86262","431306","431306","431306","0.3537366986274719","0.3537366986274719","0.3537366986274719"
"86275","431371","431371","431371","0.31384098529815674","0.31384098529815674","0.31384098529815674"
"86282","431406","431406","431406","0.13017773628234863","0.13017773628234863","0.13017773628234863"
"86301","431501","431501","431501","0.18226110935211182","0.18226110935211182","0.18226110935211182"
"86302","431506","431506","431506","0.19798928499221802","0.19798928499221802","0.19798928499221802"
"86303","431511","431511","431511","0.2279282957315445","0.2279282957315445","0.2279282957315445"
"86312","431556","431556","431556","0.2441215217113495","0.2441215217113495","0.2441215217113495"
"86328","431636","431636","431636","0.20456907153129578","0.20456907153129578","0.20456907153129578"
"86343","431711","431711","431711","0.3363555073738098","0.3363555073738098","0.3363555073738098"
"86398","431986","431986","431986","0.1440054178237915","0.1440054178237915","0.1440054178237915"
"86402","432006","432006","432006","0.3834801912307739","0.3834801912307739","0.3834801912307739"
"86407","432031","432031","432031","0.35091251134872437","0.35091251134872437","0.35091251134872437"
"86434","432166","432166","432166","0.37164509296417236","0.37164509296417236","0.37164509296417236"
"86457","432281","432281","432281","0.3240663707256317","0.3240663707256317","0.3240663707256317"
"86458","432286","432286","432286","0.16428828239440918","0.16428828239440918","0.16428828239440918"
"86463","432311","432311","432311","0.13807737827301025","0.13807737827301025","0.13807737827301025"
"86480","432396","432396","432396","0.18649320304393768","0.18649320304393768","0.18649320304393768"
"86492","432456","432456","432456","0.16666345298290253","0.16666345298290253","0.16666345298290253"
"86493","432461","432461","432461","0.15549969673156738","0.15549969673156738","0.15549969673156738"
"86500","432496","432496","432496","0.35972291231155396","0.35972291231155396","0.35972291231155396"
"86503","432511","432511","432511","0.20141282677650452","0.20141282677650452","0.20141282677650452"
"86520","432596","432596","432596","0.2824116349220276","0.2824116349220276","0.2824116349220276"
"86522","432606","432606","432606","0.1572883278131485","0.1572883278131485","0.1572883278131485"
"86534","432666","432666","432666","0.36647528409957886","0.36647528409957886","0.36647528409957886"
"86550","432746","432746","432746","0.22124972939491272","0.22124972939491272","0.22124972939491272"
"86556","432776","432776","432776","0.07807118445634842","0.07807118445634842","0.07807118445634842"
"86583","432911","432911","432911","0.11525411903858185","0.11525411903858185","0.11525411903858185"
"86591","432951","432951","432951","0.19640785455703735","0.19640785455703735","0.19640785455703735"
"86601","433001","433001","433001","0.25412148237228394","0.25412148237228394","0.25412148237228394"
"86603","433011","433011","433011","0.17824296653270721","0.17824296653270721","0.17824296653270721"
"86618","433086","433086","433086","0.1261512041091919","0.1261512041091919","0.1261512041091919"
"86637","433181","433181","433181","0.2898227572441101","0.2898227572441101","0.2898227572441101"
"86645","433221","433221","433221","0.18212811648845673","0.18212811648845673","0.18212811648845673"
"86646","433226","433226","433226","0.21765603125095367","0.21765603125095367","0.21765603125095367"
"86663","433311","433311","433311","0.1478816270828247","0.1478816270828247","0.1478816270828247"
"86672","433356","433356","433356","0.29282283782958984","0.29282283782958984","0.29282283782958984"
"86691","433451","433451","433451","0.12252359092235565","0.12252359092235565","0.12252359092235565"
"86696","433476","433476","433476","0.2825627028942108","0.2825627028942108","0.2825627028942108"
"86704","433516","433516","433516","0.07912913709878922","0.07912913709878922","0.07912913709878922"
"86711","433551","433551","433551","0.41592708230018616","0.41592708230018616","0.41592708230018616"
"86719","433591","433591","433591","0.15090329945087433","0.15090329945087433","0.15090329945087433"
"86774","433866","433866","433866","0.19135016202926636","0.19135016202926636","0.19135016202926636"
"86802","434006","434006","434006","0.20268787443637848","0.20268787443637848","0.20268787443637848"
"86807","434031","434031","434031","0.15015657246112823","0.15015657246112823","0.15015657246112823"
"86825","434121","434121","434121","0.19993722438812256","0.19993722438812256","0.19993722438812256"
"86856","434276","434276","434276","0.24170178174972534","0.24170178174972534","0.24170178174972534"
"86873","434361","434361","434361","0.338128924369812","0.338128924369812","0.338128924369812"
"86888","434436","434436","434436","0.21923072636127472","0.21923072636127472","0.21923072636127472"
"86904","434516","434516","434516","0.37285512685775757","0.37285512685775757","0.37285512685775757"
"86940","434696","434696","434696","0.44747287034988403","0.44747287034988403","0.44747287034988403"
"86947","434731","434731","434731","0.15076662600040436","0.15076662600040436","0.15076662600040436"
"86949","434741","434741","434741","0.23798076808452606","0.23798076808452606","0.23798076808452606"
"86954","434766","434766","434766","0.32119789719581604","0.32119789719581604","0.32119789719581604"
"86955","434771","434771","434771","0.26112860441207886","0.26112860441207886","0.26112860441207886"
"86989","434941","434941","434941","0.1329217553138733","0.1329217553138733","0.1329217553138733"
"86991","434951","434951","434951","0.13883985579013824","0.13883985579013824","0.13883985579013824"
"86997","434981","434981","434981","0.5517866611480713","0.5517866611480713","0.5517866611480713"
"87011","435051","435051","435051","0.2089535892009735","0.2089535892009735","0.2089535892009735"
"87020","435096","435096","435096","0.22438690066337585","0.22438690066337585","0.22438690066337585"
"87053","435261","435261","435261","0.3026304543018341","0.3026304543018341","0.3026304543018341"
"87093","435461","435461","435461","0.26308655738830566","0.26308655738830566","0.26308655738830566"
"87101","435501","435501","435501","0.18083062767982483","0.18083062767982483","0.18083062767982483"
"87148","435736","435736","435736","0.2059723436832428","0.2059723436832428","0.2059723436832428"
"87158","435786","435786","435786","0.223777636885643","0.223777636885643","0.223777636885643"
"87167","435831","435831","435831","0.17159411311149597","0.17159411311149597","0.17159411311149597"
"87168","435836","435836","435836","0.48428937792778015","0.48428937792778015","0.48428937792778015"
"87179","435891","435891","435891","0.18743368983268738","0.18743368983268738","0.18743368983268738"
"87188","435936","435936","435936","0.1976471245288849","0.1976471245288849","0.1976471245288849"
"87219","436091","436091","436091","0.1660451591014862","0.1660451591014862","0.1660451591014862"
"87300","436496","436496","436496","0.1252530962228775","0.1252530962228775","0.1252530962228775"
"87336","436676","436676","436676","0.17346683144569397","0.17346683144569397","0.17346683144569397"
"87343","436711","436711","436711","0.31163209676742554","0.31163209676742554","0.31163209676742554"
"87374","436866","436866","436866","0.2775472402572632","0.2775472402572632","0.2775472402572632"
"87380","436896","436896","436896","0.24184650182724","0.24184650182724","0.24184650182724"
"87397","436981","436981","436981","0.19315555691719055","0.19315555691719055","0.19315555691719055"
"87406","437026","437026","437026","0.162769615650177","0.162769615650177","0.162769615650177"
"87407","437031","437031","437031","0.18982811272144318","0.18982811272144318","0.18982811272144318"
"87441","437201","437201","437201","0.31365975737571716","0.31365975737571716","0.31365975737571716"
"87444","437216","437216","437216","0.29154354333877563","0.29154354333877563","0.29154354333877563"
"87456","437276","437276","437276","0.2157859206199646","0.2157859206199646","0.2157859206199646"
"87514","437566","437566","437566","0.273995041847229","0.273995041847229","0.273995041847229"
"87521","437601","437601","437601","0.28240036964416504","0.28240036964416504","0.28240036964416504"
"87548","437736","437736","437736","0.14002403616905212","0.14002403616905212","0.14002403616905212"
"87582","437906","437906","437906","0.17509430646896362","0.17509430646896362","0.17509430646896362"
"87594","437966","437966","437966","0.4374392628669739","0.4374392628669739","0.4374392628669739"
"87595","437971","437971","437971","0.18368786573410034","0.18368786573410034","0.18368786573410034"
"87617","438081","438081","438081","0.2378426492214203","0.2378426492214203","0.2378426492214203"
"87635","438171","438171","438171","0.1766626387834549","0.1766626387834549","0.1766626387834549"
"87642","438206","438206","438206","0.21719640493392944","0.21719640493392944","0.21719640493392944"
"87647","438231","438231","438231","0.14608073234558105","0.14608073234558105","0.14608073234558105"
"87648","438236","438236","438236","0.16630730032920837","0.16630730032920837","0.16630730032920837"
"87652","438256","438256","438256","0.2010391503572464","0.2010391503572464","0.2010391503572464"
"87663","438311","438311","438311","0.1341617852449417","0.1341617852449417","0.1341617852449417"
"87665","438321","438321","438321","0.18896938860416412","0.18896938860416412","0.18896938860416412"
"87673","438361","438361","438361","0.17633643746376038","0.17633643746376038","0.17633643746376038"
"87678","438386","438386","438386","0.2969815135002136","0.2969815135002136","0.2969815135002136"
"87679","438391","438391","438391","0.11173354089260101","0.11173354089260101","0.11173354089260101"
"87704","438516","438516","438516","0.16529890894889832","0.16529890894889832","0.16529890894889832"
"87707","438531","438531","438531","0.17910099029541016","0.17910099029541016","0.17910099029541016"
"87730","438646","438646","438646","0.2734629809856415","0.2734629809856415","0.2734629809856415"
"87743","438711","438711","438711","0.27830660343170166","0.27830660343170166","0.27830660343170166"
"87746","438726","438726","438726","0.21432752907276154","0.21432752907276154","0.21432752907276154"
"87747","438731","438731","438731","0.17881065607070923","0.17881065607070923","0.17881065607070923"
"87796","438976","438976","438976","0.17228683829307556","0.17228683829307556","0.17228683829307556"
"87802","439006","439006","439006","0.30081552267074585","0.30081552267074585","0.30081552267074585"
"87811","439051","439051","439051","0.18264463543891907","0.18264463543891907","0.18264463543891907"
"87835","439171","439171","439171","0.3915347456932068","0.3915347456932068","0.3915347456932068"
"87853","439261","439261","439261","0.18287044763565063","0.18287044763565063","0.18287044763565063"
"87878","439386","439386","439386","0.3994782269001007","0.3994782269001007","0.3994782269001007"
"87887","439431","439431","439431","0.15660376846790314","0.15660376846790314","0.15660376846790314"
"87888","439436","439436","439436","0.38212335109710693","0.38212335109710693","0.38212335109710693"
"87904","439516","439516","439516","0.14865070581436157","0.14865070581436157","0.14865070581436157"
"87913","439561","439561","439561","0.1684540957212448","0.1684540957212448","0.1684540957212448"
"87942","439706","439706","439706","0.11792612820863724","0.11792612820863724","0.11792612820863724"
"87945","439721","439721","439721","0.150368794798851","0.150368794798851","0.150368794798851"
"87948","439736","439736","439736","0.2904849946498871","0.2904849946498871","0.2904849946498871"
"87959","439791","439791","439791","0.2077559381723404","0.2077559381723404","0.2077559381723404"
"87966","439826","439826","439826","0.2827112376689911","0.2827112376689911","0.2827112376689911"
"87993","439961","439961","439961","0.29842883348464966","0.29842883348464966","0.29842883348464966"
"87998","439986","439986","439986","0.2516869306564331","0.2516869306564331","0.2516869306564331"
"88012","440056","440056","440056","0.24345938861370087","0.24345938861370087","0.24345938861370087"
"88016","440076","440076","440076","0.1184089183807373","0.1184089183807373","0.1184089183807373"
"88027","440131","440131","440131","0.210717111825943","0.210717111825943","0.210717111825943"
"88036","440176","440176","440176","0.17349626123905182","0.17349626123905182","0.17349626123905182"
"88043","440211","440211","440211","0.24490028619766235","0.24490028619766235","0.24490028619766235"
"88044","440216","440216","440216","0.20468291640281677","0.20468291640281677","0.20468291640281677"
"88046","440226","440226","440226","0.20484954118728638","0.20484954118728638","0.20484954118728638"
"88068","440336","440336","440336","0.3242226243019104","0.3242226243019104","0.3242226243019104"
"88099","440491","440491","440491","0.29044708609580994","0.29044708609580994","0.29044708609580994"
"88115","440571","440571","440571","0.3599177896976471","0.3599177896976471","0.3599177896976471"
"88122","440606","440606","440606","0.3583146333694458","0.3583146333694458","0.3583146333694458"
"88138","440686","440686","440686","0.28565752506256104","0.28565752506256104","0.28565752506256104"
"88143","440711","440711","440711","0.10562323778867722","0.10562323778867722","0.10562323778867722"
"88151","440751","440751","440751","0.18637648224830627","0.18637648224830627","0.18637648224830627"
"88168","440836","440836","440836","0.31104132533073425","0.31104132533073425","0.31104132533073425"
"88195","440971","440971","440971","0.21056589484214783","0.21056589484214783","0.21056589484214783"
"88200","440996","440996","440996","0.5037667155265808","0.5037667155265808","0.5037667155265808"
"88209","441041","441041","441041","0.16816596686840057","0.16816596686840057","0.16816596686840057"
"88210","441046","441046","441046","0.3674587905406952","0.3674587905406952","0.3674587905406952"
"88235","441171","441171","441171","0.2538151741027832","0.2538151741027832","0.2538151741027832"
"88261","441301","441301","441301","0.1504793018102646","0.1504793018102646","0.1504793018102646"
"88290","441446","441446","441446","0.16434508562088013","0.16434508562088013","0.16434508562088013"
"88309","441541","441541","441541","0.21831023693084717","0.21831023693084717","0.21831023693084717"
"88311","441551","441551","441551","0.16313377022743225","0.16313377022743225","0.16313377022743225"
"88313","441561","441561","441561","0.18376511335372925","0.18376511335372925","0.18376511335372925"
"88318","441586","441586","441586","0.424168199300766","0.424168199300766","0.424168199300766"
"88326","441626","441626","441626","0.19688725471496582","0.19688725471496582","0.19688725471496582"
"88336","441676","441676","441676","0.1702437698841095","0.1702437698841095","0.1702437698841095"
"88345","441721","441721","441721","0.34780412912368774","0.34780412912368774","0.34780412912368774"
"88359","441791","441791","441791","0.09340666979551315","0.09340666979551315","0.09340666979551315"
"88362","441806","441806","441806","0.253569632768631","0.253569632768631","0.253569632768631"
"88378","441886","441886","441886","0.15127693116664886","0.15127693116664886","0.15127693116664886"
"88379","441891","441891","441891","0.6261485815048218","0.6261485815048218","0.6261485815048218"
"88384","441916","441916","441916","0.13325807452201843","0.13325807452201843","0.13325807452201843"
"88385","441921","441921","441921","0.1896025538444519","0.1896025538444519","0.1896025538444519"
"88387","441931","441931","441931","0.18377438187599182","0.18377438187599182","0.18377438187599182"
"88394","441966","441966","441966","0.19166061282157898","0.19166061282157898","0.19166061282157898"
"88395","441971","441971","441971","0.4586692452430725","0.4586692452430725","0.4586692452430725"
"88401","442001","442001","442001","0.37556353211402893","0.37556353211402893","0.37556353211402893"
"88403","442011","442011","442011","0.30275142192840576","0.30275142192840576","0.30275142192840576"
"88404","442016","442016","442016","0.18730369210243225","0.18730369210243225","0.18730369210243225"
"88417","442081","442081","442081","0.18197491765022278","0.18197491765022278","0.18197491765022278"
"88418","442086","442086","442086","0.2684745192527771","0.2684745192527771","0.2684745192527771"
"88425","442121","442121","442121","0.2969695031642914","0.2969695031642914","0.2969695031642914"
"88433","442161","442161","442161","0.4288144111633301","0.4288144111633301","0.4288144111633301"
"88436","442176","442176","442176","0.124228835105896","0.124228835105896","0.124228835105896"
"88456","442276","442276","442276","0.21058142185211182","0.21058142185211182","0.21058142185211182"
"88472","442356","442356","442356","0.22539538145065308","0.22539538145065308","0.22539538145065308"
"88488","442436","442436","442436","0.1302320808172226","0.1302320808172226","0.1302320808172226"
"88496","442476","442476","442476","0.3913479745388031","0.3913479745388031","0.3913479745388031"
"88507","442531","442531","442531","0.1810811161994934","0.1810811161994934","0.1810811161994934"
"88511","442551","442551","442551","0.12726475298404694","0.12726475298404694","0.12726475298404694"
"88524","442616","442616","442616","0.15529711544513702","0.15529711544513702","0.15529711544513702"
"88543","442711","442711","442711","0.15916161239147186","0.15916161239147186","0.15916161239147186"
"88548","442736","442736","442736","0.1175306886434555","0.1175306886434555","0.1175306886434555"
"88592","442956","442956","442956","0.09697847068309784","0.09697847068309784","0.09697847068309784"
"88598","442986","442986","442986","0.16500519216060638","0.16500519216060638","0.16500519216060638"
"88599","442991","442991","442991","0.1740814745426178","0.1740814745426178","0.1740814745426178"
"88611","443051","443051","443051","0.2702658176422119","0.2702658176422119","0.2702658176422119"
"88619","443091","443091","443091","0.11370842903852463","0.11370842903852463","0.11370842903852463"
"88631","443151","443151","443151","0.11276303976774216","0.11276303976774216","0.11276303976774216"
"88637","443181","443181","443181","0.27435943484306335","0.27435943484306335","0.27435943484306335"
"88656","443276","443276","443276","0.22661229968070984","0.22661229968070984","0.22661229968070984"
"88664","443316","443316","443316","0.13894927501678467","0.13894927501678467","0.13894927501678467"
"88674","443366","443366","443366","0.4791724681854248","0.4791724681854248","0.4791724681854248"
"88680","443396","443396","443396","0.19856953620910645","0.19856953620910645","0.19856953620910645"
"88716","443576","443576","443576","0.16700094938278198","0.16700094938278198","0.16700094938278198"
"88731","443651","443651","443651","0.1281275749206543","0.1281275749206543","0.1281275749206543"
"88753","443761","443761","443761","0.20209628343582153","0.20209628343582153","0.20209628343582153"
"88757","443781","443781","443781","0.3726872205734253","0.3726872205734253","0.3726872205734253"
"88792","443956","443956","443956","0.22409553825855255","0.22409553825855255","0.22409553825855255"
"88811","444051","444051","444051","0.1823517084121704","0.1823517084121704","0.1823517084121704"
"88819","444091","444091","444091","0.2625359892845154","0.2625359892845154","0.2625359892845154"
"88823","444111","444111","444111","0.3324373662471771","0.3324373662471771","0.3324373662471771"
"88827","444131","444131","444131","0.1392676830291748","0.1392676830291748","0.1392676830291748"
"88849","444241","444241","444241","0.3006981611251831","0.3006981611251831","0.3006981611251831"
"88859","444291","444291","444291","0.2339799851179123","0.2339799851179123","0.2339799851179123"
"88905","444521","444521","444521","0.32364949584007263","0.32364949584007263","0.32364949584007263"
"88912","444556","444556","444556","0.15114469826221466","0.15114469826221466","0.15114469826221466"
"88914","444566","444566","444566","0.23770931363105774","0.23770931363105774","0.23770931363105774"
"88915","444571","444571","444571","0.21846026182174683","0.21846026182174683","0.21846026182174683"
"88926","444626","444626","444626","0.23310965299606323","0.23310965299606323","0.23310965299606323"
"88959","444791","444791","444791","0.16906842589378357","0.16906842589378357","0.16906842589378357"
"88962","444806","444806","444806","0.09589207172393799","0.09589207172393799","0.09589207172393799"
"88963","444811","444811","444811","0.24703776836395264","0.24703776836395264","0.24703776836395264"
"88977","444881","444881","444881","0.2943861782550812","0.2943861782550812","0.2943861782550812"
"88980","444896","444896","444896","0.17843879759311676","0.17843879759311676","0.17843879759311676"
"88985","444921","444921","444921","0.2607337236404419","0.2607337236404419","0.2607337236404419"
"89011","445051","445051","445051","0.368701696395874","0.368701696395874","0.368701696395874"
"89032","445156","445156","445156","0.23976579308509827","0.23976579308509827","0.23976579308509827"
"89056","445276","445276","445276","0.19422899186611176","0.19422899186611176","0.19422899186611176"
"89069","445341","445341","445341","0.2502015233039856","0.2502015233039856","0.2502015233039856"
"89084","445416","445416","445416","0.23036329448223114","0.23036329448223114","0.23036329448223114"
"89094","445466","445466","445466","0.1246340349316597","0.1246340349316597","0.1246340349316597"
"89098","445486","445486","445486","0.4003593921661377","0.4003593921661377","0.4003593921661377"
"89108","445536","445536","445536","0.206597238779068","0.206597238779068","0.206597238779068"
"89146","445726","445726","445726","0.1633237600326538","0.1633237600326538","0.1633237600326538"
"89171","445851","445851","445851","0.13821327686309814","0.13821327686309814","0.13821327686309814"
"89175","445871","445871","445871","0.2737489342689514","0.2737489342689514","0.2737489342689514"
"89187","445931","445931","445931","0.12008737772703171","0.12008737772703171","0.12008737772703171"
"89190","445946","445946","445946","0.3468395173549652","0.3468395173549652","0.3468395173549652"
"89235","446171","446171","446171","0.17586533725261688","0.17586533725261688","0.17586533725261688"
"89290","446446","446446","446446","0.30139535665512085","0.30139535665512085","0.30139535665512085"
"89292","446456","446456","446456","0.31925517320632935","0.31925517320632935","0.31925517320632935"
"89314","446566","446566","446566","0.2005104124546051","0.2005104124546051","0.2005104124546051"
"89318","446586","446586","446586","0.18374335765838623","0.18374335765838623","0.18374335765838623"
"89353","446761","446761","446761","0.3814014196395874","0.3814014196395874","0.3814014196395874"
"89364","446816","446816","446816","0.2842237055301666","0.2842237055301666","0.2842237055301666"
"89387","446931","446931","446931","0.2648056149482727","0.2648056149482727","0.2648056149482727"
"89431","447151","447151","447151","0.17295101284980774","0.17295101284980774","0.17295101284980774"
"89471","447351","447351","447351","0.29400545358657837","0.29400545358657837","0.29400545358657837"
"89479","447391","447391","447391","0.0926423966884613","0.0926423966884613","0.0926423966884613"
"89489","447441","447441","447441","0.21630451083183289","0.21630451083183289","0.21630451083183289"
"89527","447631","447631","447631","0.2672785520553589","0.2672785520553589","0.2672785520553589"
"89550","447746","447746","447746","0.2081325501203537","0.2081325501203537","0.2081325501203537"
"89564","447816","447816","447816","0.2316570281982422","0.2316570281982422","0.2316570281982422"
"89569","447841","447841","447841","0.1451883614063263","0.1451883614063263","0.1451883614063263"
"89630","448146","448146","448146","0.200944721698761","0.200944721698761","0.200944721698761"
"89637","448181","448181","448181","0.1265181601047516","0.1265181601047516","0.1265181601047516"
"89666","448326","448326","448326","0.38190311193466187","0.38190311193466187","0.38190311193466187"
"89670","448346","448346","448346","0.32031935453414917","0.32031935453414917","0.32031935453414917"
"89681","448401","448401","448401","0.23836159706115723","0.23836159706115723","0.23836159706115723"
"89710","448546","448546","448546","0.41718754172325134","0.41718754172325134","0.41718754172325134"
"89746","448726","448726","448726","0.22492168843746185","0.22492168843746185","0.22492168843746185"
"89757","448781","448781","448781","0.3926888108253479","0.3926888108253479","0.3926888108253479"
"89784","448916","448916","448916","0.16207708418369293","0.16207708418369293","0.16207708418369293"
"89791","448951","448951","448951","0.17762307822704315","0.17762307822704315","0.17762307822704315"
"89809","449041","449041","449041","0.38523727655410767","0.38523727655410767","0.38523727655410767"
"89826","449126","449126","449126","0.1820809245109558","0.1820809245109558","0.1820809245109558"
"89829","449141","449141","449141","0.12321886420249939","0.12321886420249939","0.12321886420249939"
"89848","449236","449236","449236","0.5574364066123962","0.5574364066123962","0.5574364066123962"
"89863","449311","449311","449311","0.4110451936721802","0.4110451936721802","0.4110451936721802"
"89877","449381","449381","449381","0.19106918573379517","0.19106918573379517","0.19106918573379517"
"89906","449526","449526","449526","0.08036881685256958","0.08036881685256958","0.08036881685256958"
"89919","449591","449591","449591","0.3510805368423462","0.3510805368423462","0.3510805368423462"
"89943","449711","449711","449711","0.23111218214035034","0.23111218214035034","0.23111218214035034"
"89944","449716","449716","449716","0.10201629251241684","0.10201629251241684","0.10201629251241684"
"89948","449736","449736","449736","0.24300575256347656","0.24300575256347656","0.24300575256347656"
"89952","449756","449756","449756","0.3255018889904022","0.3255018889904022","0.3255018889904022"
"89965","449821","449821","449821","0.36925339698791504","0.36925339698791504","0.36925339698791504"
"89977","449881","449881","449881","0.1627763956785202","0.1627763956785202","0.1627763956785202"
"90000","449996","449996","449996","0.21344101428985596","0.21344101428985596","0.21344101428985596"
"90001","450001","450001","450001","0.22090180218219757","0.22090180218219757","0.22090180218219757"
"90004","450016","450016","450016","0.3038906753063202","0.3038906753063202","0.3038906753063202"
"90043","450211","450211","450211","0.21898262202739716","0.21898262202739716","0.21898262202739716"
"90082","450406","450406","450406","0.3151373863220215","0.3151373863220215","0.3151373863220215"
"90088","450436","450436","450436","0.13098251819610596","0.13098251819610596","0.13098251819610596"
"90089","450441","450441","450441","0.1398170441389084","0.1398170441389084","0.1398170441389084"
"90127","450631","450631","450631","0.3007323741912842","0.3007323741912842","0.3007323741912842"
"90128","450636","450636","450636","0.10603676736354828","0.10603676736354828","0.10603676736354828"
"90137","450681","450681","450681","0.2744640111923218","0.2744640111923218","0.2744640111923218"
"90146","450726","450726","450726","0.24393174052238464","0.24393174052238464","0.24393174052238464"
"90172","450856","450856","450856","0.12122903019189835","0.12122903019189835","0.12122903019189835"
"90175","450871","450871","450871","0.10982279479503632","0.10982279479503632","0.10982279479503632"
"90183","450911","450911","450911","0.3621112108230591","0.3621112108230591","0.3621112108230591"
"90184","450916","450916","450916","0.19505316019058228","0.19505316019058228","0.19505316019058228"
"90189","450941","450941","450941","0.3349434435367584","0.3349434435367584","0.3349434435367584"
"90224","451116","451116","451116","0.09477266669273376","0.09477266669273376","0.09477266669273376"
"90249","451241","451241","451241","0.20395202934741974","0.20395202934741974","0.20395202934741974"
"90271","451351","451351","451351","0.11759984493255615","0.11759984493255615","0.11759984493255615"
"90281","451401","451401","451401","0.4491488039493561","0.4491488039493561","0.4491488039493561"
"90283","451411","451411","451411","0.17001888155937195","0.17001888155937195","0.17001888155937195"
"90296","451476","451476","451476","0.15277473628520966","0.15277473628520966","0.15277473628520966"
"90297","451481","451481","451481","0.21089863777160645","0.21089863777160645","0.21089863777160645"
"90302","451506","451506","451506","0.15466544032096863","0.15466544032096863","0.15466544032096863"
"90311","451551","451551","451551","0.15888839960098267","0.15888839960098267","0.15888839960098267"
"90340","451696","451696","451696","0.2128182351589203","0.2128182351589203","0.2128182351589203"
"90346","451726","451726","451726","0.33469659090042114","0.33469659090042114","0.33469659090042114"
"90348","451736","451736","451736","0.25150376558303833","0.25150376558303833","0.25150376558303833"
"90360","451796","451796","451796","0.10404860228300095","0.10404860228300095","0.10404860228300095"
"90374","451866","451866","451866","0.2223423421382904","0.2223423421382904","0.2223423421382904"
"90381","451901","451901","451901","0.10358120501041412","0.10358120501041412","0.10358120501041412"
"90392","451956","451956","451956","0.20342709124088287","0.20342709124088287","0.20342709124088287"
"90393","451961","451961","451961","0.20239371061325073","0.20239371061325073","0.20239371061325073"
"90408","452036","452036","452036","0.22326524555683136","0.22326524555683136","0.22326524555683136"
"90435","452171","452171","452171","0.12941916286945343","0.12941916286945343","0.12941916286945343"
"90453","452261","452261","452261","0.26110926270484924","0.26110926270484924","0.26110926270484924"
"90461","452301","452301","452301","0.1273466795682907","0.1273466795682907","0.1273466795682907"
"90489","452441","452441","452441","0.18481382727622986","0.18481382727622986","0.18481382727622986"
"90495","452471","452471","452471","0.192856103181839","0.192856103181839","0.192856103181839"
"90515","452571","452571","452571","0.1665060818195343","0.1665060818195343","0.1665060818195343"
"90539","452691","452691","452691","0.41780614852905273","0.41780614852905273","0.41780614852905273"
"90541","452701","452701","452701","0.26807284355163574","0.26807284355163574","0.26807284355163574"
"90570","452846","452846","452846","0.40758776664733887","0.40758776664733887","0.40758776664733887"
"90584","452916","452916","452916","0.28298884630203247","0.28298884630203247","0.28298884630203247"
"90594","452966","452966","452966","0.3287302851676941","0.3287302851676941","0.3287302851676941"
"90601","453001","453001","453001","0.17532196640968323","0.17532196640968323","0.17532196640968323"
"90603","453011","453011","453011","0.12103936821222305","0.12103936821222305","0.12103936821222305"
"90606","453026","453026","453026","0.3598133623600006","0.3598133623600006","0.3598133623600006"
"90620","453096","453096","453096","0.4760483503341675","0.4760483503341675","0.4760483503341675"
"90624","453116","453116","453116","0.13650864362716675","0.13650864362716675","0.13650864362716675"
"90638","453186","453186","453186","0.3328225016593933","0.3328225016593933","0.3328225016593933"
"90647","453231","453231","453231","0.16608886420726776","0.16608886420726776","0.16608886420726776"
"90691","453451","453451","453451","0.21299536526203156","0.21299536526203156","0.21299536526203156"
"90701","453501","453501","453501","0.13064999878406525","0.13064999878406525","0.13064999878406525"
"90722","453606","453606","453606","0.2914000451564789","0.2914000451564789","0.2914000451564789"
"90738","453686","453686","453686","0.13764482736587524","0.13764482736587524","0.13764482736587524"
"90748","453736","453736","453736","0.24111981689929962","0.24111981689929962","0.24111981689929962"
"90769","453841","453841","453841","0.24319715797901154","0.24319715797901154","0.24319715797901154"
"90798","453986","453986","453986","0.13017156720161438","0.13017156720161438","0.13017156720161438"
"90836","454176","454176","454176","0.4913126528263092","0.4913126528263092","0.4913126528263092"
"90841","454201","454201","454201","0.2461644411087036","0.2461644411087036","0.2461644411087036"
"90848","454236","454236","454236","0.2575874328613281","0.2575874328613281","0.2575874328613281"
"90853","454261","454261","454261","0.18715915083885193","0.18715915083885193","0.18715915083885193"
"90854","454266","454266","454266","0.20822325348854065","0.20822325348854065","0.20822325348854065"
"90868","454336","454336","454336","0.2807379961013794","0.2807379961013794","0.2807379961013794"
"90885","454421","454421","454421","0.20012910664081573","0.20012910664081573","0.20012910664081573"
"90908","454536","454536","454536","0.27156803011894226","0.27156803011894226","0.27156803011894226"
"90927","454631","454631","454631","0.27256956696510315","0.27256956696510315","0.27256956696510315"
"90934","454666","454666","454666","0.27291834354400635","0.27291834354400635","0.27291834354400635"
"90985","454921","454921","454921","0.22093582153320312","0.22093582153320312","0.22093582153320312"
