"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"113249","566243","566243","566243","1.6466617584228516","1.6466617584228516","1.6466617584228516"
"113251","566253","566253","566253","1.5382442474365234","1.5382442474365234","1.5382442474365234"
"113263","566313","566313","566313","0.7677622437477112","0.7677622437477112","0.7677622437477112"
"113268","566338","566338","566338","0.28729861974716187","0.28729861974716187","0.28729861974716187"
"113269","566343","566343","566343","0.5418813228607178","0.5418813228607178","0.5418813228607178"
"113278","566388","566388","566388","0.48918616771698","0.48918616771698","0.48918616771698"
"113286","566428","566428","566428","1.0400339365005493","1.0400339365005493","1.0400339365005493"
"113302","566508","566508","566508","1.1866655349731445","1.1866655349731445","1.1866655349731445"
"113304","566518","566518","566518","0.6344785094261169","0.6344785094261169","0.6344785094261169"
"113323","566613","566613","566613","1.220197319984436","1.220197319984436","1.220197319984436"
"113355","566773","566773","566773","0.27395302057266235","0.27395302057266235","0.27395302057266235"
"113360","566798","566798","566798","2.6612861156463623","2.6612861156463623","2.6612861156463623"
"113364","566818","566818","566818","0.520812451839447","0.520812451839447","0.520812451839447"
"113376","566878","566878","566878","0.334544837474823","0.334544837474823","0.334544837474823"
"113382","566908","566908","566908","0.12309935688972473","0.12309935688972473","0.12309935688972473"
"113401","567003","567003","567003","0.6219429969787598","0.6219429969787598","0.6219429969787598"
"113413","567063","567063","567063","1.0719386339187622","1.0719386339187622","1.0719386339187622"
"113422","567108","567108","567108","0.8399349451065063","0.8399349451065063","0.8399349451065063"
"113473","567363","567363","567363","1.2214384078979492","1.2214384078979492","1.2214384078979492"
"113494","567468","567468","567468","0.3518192172050476","0.3518192172050476","0.3518192172050476"
"113507","567533","567533","567533","0.7314951419830322","0.7314951419830322","0.7314951419830322"
"113534","567668","567668","567668","0.256555438041687","0.256555438041687","0.256555438041687"
"113538","567688","567688","567688","1.436700701713562","1.436700701713562","1.436700701713562"
"113566","567828","567828","567828","0.5754194855690002","0.5754194855690002","0.5754194855690002"
"113601","568003","568003","568003","0.3211660087108612","0.3211660087108612","0.3211660087108612"
"113604","568018","568018","568018","0.6153441667556763","0.6153441667556763","0.6153441667556763"
"113615","568073","568073","568073","0.9234064817428589","0.9234064817428589","0.9234064817428589"
"113633","568163","568163","568163","0.7653144598007202","0.7653144598007202","0.7653144598007202"
"113643","568213","568213","568213","1.2551038265228271","1.2551038265228271","1.2551038265228271"
"113696","568478","568478","568478","0.5458327531814575","0.5458327531814575","0.5458327531814575"
"113708","568538","568538","568538","0.6752417087554932","0.6752417087554932","0.6752417087554932"
"113724","568618","568618","568618","1.4462337493896484","1.4462337493896484","1.4462337493896484"
"113729","568643","568643","568643","0.40870824456214905","0.40870824456214905","0.40870824456214905"
"113743","568713","568713","568713","1.1877484321594238","1.1877484321594238","1.1877484321594238"
"113746","568728","568728","568728","1.9243865013122559","1.9243865013122559","1.9243865013122559"
"113747","568733","568733","568733","0.5084179043769836","0.5084179043769836","0.5084179043769836"
"113754","568768","568768","568768","0.7742661237716675","0.7742661237716675","0.7742661237716675"
"113777","568883","568883","568883","0.5189306735992432","0.5189306735992432","0.5189306735992432"
"113796","568978","568978","568978","0.17483258247375488","0.17483258247375488","0.17483258247375488"
"113798","568988","568988","568988","0.48714905977249146","0.48714905977249146","0.48714905977249146"
"113802","569008","569008","569008","1.641708493232727","1.641708493232727","1.641708493232727"
"113803","569013","569013","569013","0.5090875029563904","0.5090875029563904","0.5090875029563904"
"113820","569098","569098","569098","1.1899330615997314","1.1899330615997314","1.1899330615997314"
"113836","569178","569178","569178","0.07821646332740784","0.07821646332740784","0.07821646332740784"
"113839","569193","569193","569193","1.053393840789795","1.053393840789795","1.053393840789795"
"113845","569223","569223","569223","0.9029687643051147","0.9029687643051147","0.9029687643051147"
"113849","569243","569243","569243","0.6789729595184326","0.6789729595184326","0.6789729595184326"
"113859","569293","569293","569293","0.7802926301956177","0.7802926301956177","0.7802926301956177"
"113885","569423","569423","569423","0.8116486072540283","0.8116486072540283","0.8116486072540283"
"113889","569443","569443","569443","0.5480161905288696","0.5480161905288696","0.5480161905288696"
"113903","569513","569513","569513","0.37149620056152344","0.37149620056152344","0.37149620056152344"
"113908","569538","569538","569538","0.9214388132095337","0.9214388132095337","0.9214388132095337"
"113912","569558","569558","569558","0.8669495582580566","0.8669495582580566","0.8669495582580566"
"113915","569573","569573","569573","0.9823355674743652","0.9823355674743652","0.9823355674743652"
"113923","569613","569613","569613","0.8711447715759277","0.8711447715759277","0.8711447715759277"
"113927","569633","569633","569633","0.8353163003921509","0.8353163003921509","0.8353163003921509"
"113930","569648","569648","569648","1.7292765378952026","1.7292765378952026","1.7292765378952026"
"113957","569783","569783","569783","0.36724042892456055","0.36724042892456055","0.36724042892456055"
"113985","569923","569923","569923","0.4931829571723938","0.4931829571723938","0.4931829571723938"
"114004","570018","570018","570018","0.9420421719551086","0.9420421719551086","0.9420421719551086"
"114012","570058","570058","570058","0.2522279918193817","0.2522279918193817","0.2522279918193817"
"114021","570103","570103","570103","0.40457868576049805","0.40457868576049805","0.40457868576049805"
"114023","570113","570113","570113","0.9124798774719238","0.9124798774719238","0.9124798774719238"
"114026","570128","570128","570128","0.7528965473175049","0.7528965473175049","0.7528965473175049"
"114046","570228","570228","570228","0.2263714224100113","0.2263714224100113","0.2263714224100113"
"114056","570278","570278","570278","1.6224167346954346","1.6224167346954346","1.6224167346954346"
"114059","570293","570293","570293","0.6217004656791687","0.6217004656791687","0.6217004656791687"
"114071","570353","570353","570353","2.168076753616333","2.168076753616333","2.168076753616333"
"114088","570438","570438","570438","1.2819488048553467","1.2819488048553467","1.2819488048553467"
"114157","570783","570783","570783","0.08180948346853256","0.08180948346853256","0.08180948346853256"
"114166","570828","570828","570828","1.1407496929168701","1.1407496929168701","1.1407496929168701"
"114190","570948","570948","570948","0.8553019165992737","0.8553019165992737","0.8553019165992737"
"114198","570988","570988","570988","0.2960057258605957","0.2960057258605957","0.2960057258605957"
"114199","570993","570993","570993","0.6253657341003418","0.6253657341003418","0.6253657341003418"
"114223","571113","571113","571113","2.1035754680633545","2.1035754680633545","2.1035754680633545"
"114232","571158","571158","571158","1.3055503368377686","1.3055503368377686","1.3055503368377686"
"114236","571178","571178","571178","1.625107765197754","1.625107765197754","1.625107765197754"
"114251","571253","571253","571253","0.6553453207015991","0.6553453207015991","0.6553453207015991"
"114270","571348","571348","571348","1.0190107822418213","1.0190107822418213","1.0190107822418213"
"114290","571448","571448","571448","0.19011472165584564","0.19011472165584564","0.19011472165584564"
"114295","571473","571473","571473","0.962478756904602","0.962478756904602","0.962478756904602"
"114299","571493","571493","571493","0.37043240666389465","0.37043240666389465","0.37043240666389465"
"114307","571533","571533","571533","0.766217827796936","0.766217827796936","0.766217827796936"
"114310","571548","571548","571548","1.1968700885772705","1.1968700885772705","1.1968700885772705"
"114311","571553","571553","571553","0.10603929311037064","0.10603929311037064","0.10603929311037064"
"114326","571628","571628","571628","1.460294485092163","1.460294485092163","1.460294485092163"
"114329","571643","571643","571643","1.3783103227615356","1.3783103227615356","1.3783103227615356"
"114343","571713","571713","571713","0.6735793352127075","0.6735793352127075","0.6735793352127075"
"114344","571718","571718","571718","1.992889642715454","1.992889642715454","1.992889642715454"
"114354","571768","571768","571768","0.4572795033454895","0.4572795033454895","0.4572795033454895"
"114374","571868","571868","571868","0.8915506601333618","0.8915506601333618","0.8915506601333618"
"114383","571913","571913","571913","0.5898022651672363","0.5898022651672363","0.5898022651672363"
"114401","572003","572003","572003","0.19803515076637268","0.19803515076637268","0.19803515076637268"
"114471","572353","572353","572353","0.7485972046852112","0.7485972046852112","0.7485972046852112"
"114481","572403","572403","572403","0.33043187856674194","0.33043187856674194","0.33043187856674194"
"114497","572483","572483","572483","2.3090696334838867","2.3090696334838867","2.3090696334838867"
"114519","572593","572593","572593","0.5182317495346069","0.5182317495346069","0.5182317495346069"
"114526","572628","572628","572628","0.6808090209960938","0.6808090209960938","0.6808090209960938"
"114540","572698","572698","572698","0.35212332010269165","0.35212332010269165","0.35212332010269165"
"114544","572718","572718","572718","1.4650132656097412","1.4650132656097412","1.4650132656097412"
"114605","573023","573023","573023","0.5005603432655334","0.5005603432655334","0.5005603432655334"
"114623","573113","573113","573113","0.5730686187744141","0.5730686187744141","0.5730686187744141"
"114638","573188","573188","573188","1.3396614789962769","1.3396614789962769","1.3396614789962769"
"114655","573273","573273","573273","0.6914006471633911","0.6914006471633911","0.6914006471633911"
"114656","573278","573278","573278","0.6222501397132874","0.6222501397132874","0.6222501397132874"
"114663","573313","573313","573313","2.754824161529541","2.754824161529541","2.754824161529541"
"114666","573328","573328","573328","0.4662998914718628","0.4662998914718628","0.4662998914718628"
"114677","573383","573383","573383","0.2677062153816223","0.2677062153816223","0.2677062153816223"
"114689","573443","573443","573443","0.690333366394043","0.690333366394043","0.690333366394043"
"114691","573453","573453","573453","0.8644771575927734","0.8644771575927734","0.8644771575927734"
"114735","573673","573673","573673","1.315901517868042","1.315901517868042","1.315901517868042"
"114744","573718","573718","573718","1.7484544515609741","1.7484544515609741","1.7484544515609741"
"114762","573808","573808","573808","0.9635392427444458","0.9635392427444458","0.9635392427444458"
"114767","573833","573833","573833","0.3488333225250244","0.3488333225250244","0.3488333225250244"
"114794","573968","573968","573968","1.5762505531311035","1.5762505531311035","1.5762505531311035"
"114800","573998","573998","573998","0.4327380657196045","0.4327380657196045","0.4327380657196045"
"114812","574058","574058","574058","1.0477544069290161","1.0477544069290161","1.0477544069290161"
"114823","574113","574113","574113","0.37171611189842224","0.37171611189842224","0.37171611189842224"
"114830","574148","574148","574148","1.7226487398147583","1.7226487398147583","1.7226487398147583"
"114849","574243","574243","574243","0.18973401188850403","0.18973401188850403","0.18973401188850403"
"114850","574248","574248","574248","1.1537790298461914","1.1537790298461914","1.1537790298461914"
"114854","574268","574268","574268","0.6851388216018677","0.6851388216018677","0.6851388216018677"
"114870","574348","574348","574348","0.3678908944129944","0.3678908944129944","0.3678908944129944"
"114910","574548","574548","574548","0.6505127549171448","0.6505127549171448","0.6505127549171448"
"114925","574623","574623","574623","0.7343045473098755","0.7343045473098755","0.7343045473098755"
"114929","574643","574643","574643","0.8905447721481323","0.8905447721481323","0.8905447721481323"
"114965","574823","574823","574823","0.9283146262168884","0.9283146262168884","0.9283146262168884"
"114991","574953","574953","574953","1.015413522720337","1.015413522720337","1.015413522720337"
"115011","575053","575053","575053","0.7117159366607666","0.7117159366607666","0.7117159366607666"
"115018","575088","575088","575088","0.7230628728866577","0.7230628728866577","0.7230628728866577"
"115065","575323","575323","575323","1.5323119163513184","1.5323119163513184","1.5323119163513184"
"115072","575358","575358","575358","0.46695858240127563","0.46695858240127563","0.46695858240127563"
"115081","575403","575403","575403","0.40042439103126526","0.40042439103126526","0.40042439103126526"
"115086","575428","575428","575428","0.6834169030189514","0.6834169030189514","0.6834169030189514"
"115093","575463","575463","575463","0.38224563002586365","0.38224563002586365","0.38224563002586365"
"115117","575583","575583","575583","0.28092125058174133","0.28092125058174133","0.28092125058174133"
"115119","575593","575593","575593","0.9926619529724121","0.9926619529724121","0.9926619529724121"
"115134","575668","575668","575668","0.666114866733551","0.666114866733551","0.666114866733551"
"115143","575713","575713","575713","1.3268216848373413","1.3268216848373413","1.3268216848373413"
"115150","575748","575748","575748","1.036074161529541","1.036074161529541","1.036074161529541"
"115161","575803","575803","575803","0.2008574903011322","0.2008574903011322","0.2008574903011322"
"115204","576018","576018","576018","0.5234752893447876","0.5234752893447876","0.5234752893447876"
"115236","576178","576178","576178","0.4196099042892456","0.4196099042892456","0.4196099042892456"
"115247","576233","576233","576233","1.0501508712768555","1.0501508712768555","1.0501508712768555"
"115251","576253","576253","576253","0.7986636161804199","0.7986636161804199","0.7986636161804199"
"115252","576258","576258","576258","0.4386152923107147","0.4386152923107147","0.4386152923107147"
"115273","576363","576363","576363","0.35232293605804443","0.35232293605804443","0.35232293605804443"
"115277","576383","576383","576383","0.7927696704864502","0.7927696704864502","0.7927696704864502"
"115280","576398","576398","576398","1.4855796098709106","1.4855796098709106","1.4855796098709106"
"115285","576423","576423","576423","0.09580326080322266","0.09580326080322266","0.09580326080322266"
"115301","576503","576503","576503","0.26832330226898193","0.26832330226898193","0.26832330226898193"
"115306","576528","576528","576528","0.4565162658691406","0.4565162658691406","0.4565162658691406"
"115318","576588","576588","576588","1.2222791910171509","1.2222791910171509","1.2222791910171509"
"115333","576663","576663","576663","0.19667449593544006","0.19667449593544006","0.19667449593544006"
"115376","576878","576878","576878","2.685215473175049","2.685215473175049","2.685215473175049"
"115381","576903","576903","576903","0.7925156354904175","0.7925156354904175","0.7925156354904175"
"115391","576953","576953","576953","0.5190649032592773","0.5190649032592773","0.5190649032592773"
"115403","577013","577013","577013","0.75076824426651","0.75076824426651","0.75076824426651"
"115419","577093","577093","577093","0.5435022711753845","0.5435022711753845","0.5435022711753845"
"115437","577183","577183","577183","0.22878360748291016","0.22878360748291016","0.22878360748291016"
"115451","577253","577253","577253","0.7185542583465576","0.7185542583465576","0.7185542583465576"
"115462","577308","577308","577308","0.5660728812217712","0.5660728812217712","0.5660728812217712"
"115470","577348","577348","577348","0.3364439606666565","0.3364439606666565","0.3364439606666565"
"115489","577443","577443","577443","0.3470369279384613","0.3470369279384613","0.3470369279384613"
"115518","577588","577588","577588","0.1422572284936905","0.1422572284936905","0.1422572284936905"
"115519","577593","577593","577593","0.05092727765440941","0.05092727765440941","0.05092727765440941"
"115523","577613","577613","577613","0.6052600145339966","0.6052600145339966","0.6052600145339966"
"115531","577653","577653","577653","0.7494149804115295","0.7494149804115295","0.7494149804115295"
"115557","577783","577783","577783","0.4329800307750702","0.4329800307750702","0.4329800307750702"
"115560","577798","577798","577798","1.1865270137786865","1.1865270137786865","1.1865270137786865"
"115573","577863","577863","577863","0.3187182545661926","0.3187182545661926","0.3187182545661926"
"115581","577903","577903","577903","1.1870155334472656","1.1870155334472656","1.1870155334472656"
"115597","577983","577983","577983","0.7256331443786621","0.7256331443786621","0.7256331443786621"
"115598","577988","577988","577988","0.39563170075416565","0.39563170075416565","0.39563170075416565"
"115602","578008","578008","578008","1.3957889080047607","1.3957889080047607","1.3957889080047607"
"115638","578188","578188","578188","0.8175055980682373","0.8175055980682373","0.8175055980682373"
"115674","578368","578368","578368","1.4862695932388306","1.4862695932388306","1.4862695932388306"
"115703","578513","578513","578513","0.14916658401489258","0.14916658401489258","0.14916658401489258"
"115716","578578","578578","578578","0.7266371846199036","0.7266371846199036","0.7266371846199036"
"115717","578583","578583","578583","1.8176559209823608","1.8176559209823608","1.8176559209823608"
"115734","578668","578668","578668","0.6256614923477173","0.6256614923477173","0.6256614923477173"
"115751","578753","578753","578753","0.4110054075717926","0.4110054075717926","0.4110054075717926"
"115757","578783","578783","578783","0.7078338265419006","0.7078338265419006","0.7078338265419006"
"115758","578788","578788","578788","0.617943286895752","0.617943286895752","0.617943286895752"
"115763","578813","578813","578813","1.707679271697998","1.707679271697998","1.707679271697998"
"115766","578828","578828","578828","0.8701680898666382","0.8701680898666382","0.8701680898666382"
"115799","578993","578993","578993","0.37214499711990356","0.37214499711990356","0.37214499711990356"
"115805","579023","579023","579023","0.5786007046699524","0.5786007046699524","0.5786007046699524"
"115837","579183","579183","579183","0.15615427494049072","0.15615427494049072","0.15615427494049072"
"115842","579208","579208","579208","0.8302775621414185","0.8302775621414185","0.8302775621414185"
"115849","579243","579243","579243","0.8066585063934326","0.8066585063934326","0.8066585063934326"
"115859","579293","579293","579293","0.48750853538513184","0.48750853538513184","0.48750853538513184"
"115871","579353","579353","579353","0.4026735723018646","0.4026735723018646","0.4026735723018646"
"115880","579398","579398","579398","0.09108778834342957","0.09108778834342957","0.09108778834342957"
"115910","579548","579548","579548","0.35016509890556335","0.35016509890556335","0.35016509890556335"
"115922","579608","579608","579608","0.6467875838279724","0.6467875838279724","0.6467875838279724"
"115933","579663","579663","579663","0.5036320090293884","0.5036320090293884","0.5036320090293884"
"115947","579733","579733","579733","1.2022169828414917","1.2022169828414917","1.2022169828414917"
"115958","579788","579788","579788","1.3384559154510498","1.3384559154510498","1.3384559154510498"
"115965","579823","579823","579823","1.4248383045196533","1.4248383045196533","1.4248383045196533"
"115984","579918","579918","579918","0.7867732048034668","0.7867732048034668","0.7867732048034668"
"115987","579933","579933","579933","0.8460111021995544","0.8460111021995544","0.8460111021995544"
"116037","580183","580183","580183","1.1381100416183472","1.1381100416183472","1.1381100416183472"
"116041","580203","580203","580203","0.5391145944595337","0.5391145944595337","0.5391145944595337"
"116042","580208","580208","580208","0.2000693827867508","0.2000693827867508","0.2000693827867508"
"116047","580233","580233","580233","0.16852021217346191","0.16852021217346191","0.16852021217346191"
"116061","580303","580303","580303","0.6561316847801208","0.6561316847801208","0.6561316847801208"
"116065","580323","580323","580323","2.287482738494873","2.287482738494873","2.287482738494873"
"116073","580363","580363","580363","0.6070302724838257","0.6070302724838257","0.6070302724838257"
"116075","580373","580373","580373","0.46586817502975464","0.46586817502975464","0.46586817502975464"
"116085","580423","580423","580423","1.9816412925720215","1.9816412925720215","1.9816412925720215"
"116093","580463","580463","580463","0.21699899435043335","0.21699899435043335","0.21699899435043335"
"116115","580573","580573","580573","1.1591498851776123","1.1591498851776123","1.1591498851776123"
"116133","580663","580663","580663","1.028625726699829","1.028625726699829","1.028625726699829"
"116154","580768","580768","580768","0.6787288188934326","0.6787288188934326","0.6787288188934326"
"116173","580863","580863","580863","0.8371987342834473","0.8371987342834473","0.8371987342834473"
"116193","580963","580963","580963","0.6608491539955139","0.6608491539955139","0.6608491539955139"
"116195","580973","580973","580973","0.7731781601905823","0.7731781601905823","0.7731781601905823"
"116209","581043","581043","581043","1.0705547332763672","1.0705547332763672","1.0705547332763672"
"116227","581133","581133","581133","1.1437427997589111","1.1437427997589111","1.1437427997589111"
"116245","581223","581223","581223","0.7028100490570068","0.7028100490570068","0.7028100490570068"
"116263","581313","581313","581313","0.19472235441207886","0.19472235441207886","0.19472235441207886"
"116283","581413","581413","581413","0.6938170194625854","0.6938170194625854","0.6938170194625854"
"116286","581428","581428","581428","0.6434341073036194","0.6434341073036194","0.6434341073036194"
"116288","581438","581438","581438","2.8442749977111816","2.8442749977111816","2.8442749977111816"
"116299","581493","581493","581493","0.20967143774032593","0.20967143774032593","0.20967143774032593"
"116312","581558","581558","581558","0.896058201789856","0.896058201789856","0.896058201789856"
"116315","581573","581573","581573","1.1434402465820312","1.1434402465820312","1.1434402465820312"
"116322","581608","581608","581608","0.3119100332260132","0.3119100332260132","0.3119100332260132"
"116323","581613","581613","581613","1.0584807395935059","1.0584807395935059","1.0584807395935059"
"116347","581733","581733","581733","0.8127179145812988","0.8127179145812988","0.8127179145812988"
"116360","581798","581798","581798","1.247774362564087","1.247774362564087","1.247774362564087"
"116376","581878","581878","581878","0.5797557234764099","0.5797557234764099","0.5797557234764099"
"116377","581883","581883","581883","0.5543997287750244","0.5543997287750244","0.5543997287750244"
"116414","582068","582068","582068","0.9478536248207092","0.9478536248207092","0.9478536248207092"
"116424","582118","582118","582118","2.258439064025879","2.258439064025879","2.258439064025879"
"116427","582133","582133","582133","0.4180932641029358","0.4180932641029358","0.4180932641029358"
"116458","582288","582288","582288","0.3099530339241028","0.3099530339241028","0.3099530339241028"
"116489","582443","582443","582443","0.6037671566009521","0.6037671566009521","0.6037671566009521"
"116494","582468","582468","582468","0.1346198469400406","0.1346198469400406","0.1346198469400406"
"116510","582548","582548","582548","0.656962513923645","0.656962513923645","0.656962513923645"
"116517","582583","582583","582583","0.20594604313373566","0.20594604313373566","0.20594604313373566"
"116530","582648","582648","582648","2.0424981117248535","2.0424981117248535","2.0424981117248535"
"116531","582653","582653","582653","1.097452163696289","1.097452163696289","1.097452163696289"
"116534","582668","582668","582668","0.6340685486793518","0.6340685486793518","0.6340685486793518"
"116544","582718","582718","582718","0.5623332858085632","0.5623332858085632","0.5623332858085632"
"116546","582728","582728","582728","0.3759066164493561","0.3759066164493561","0.3759066164493561"
"116561","582803","582803","582803","1.0057355165481567","1.0057355165481567","1.0057355165481567"
"116583","582913","582913","582913","0.6289874911308289","0.6289874911308289","0.6289874911308289"
"116598","582988","582988","582988","1.507719874382019","1.507719874382019","1.507719874382019"
"116614","583068","583068","583068","0.7952157258987427","0.7952157258987427","0.7952157258987427"
"116617","583083","583083","583083","0.29662975668907166","0.29662975668907166","0.29662975668907166"
"116642","583208","583208","583208","0.908007800579071","0.908007800579071","0.908007800579071"
"116652","583258","583258","583258","0.4659273624420166","0.4659273624420166","0.4659273624420166"
"116655","583273","583273","583273","0.6154055595397949","0.6154055595397949","0.6154055595397949"
"116673","583363","583363","583363","1.0301296710968018","1.0301296710968018","1.0301296710968018"
"116683","583413","583413","583413","0.46893930435180664","0.46893930435180664","0.46893930435180664"
"116685","583423","583423","583423","1.860317587852478","1.860317587852478","1.860317587852478"
"116694","583468","583468","583468","0.35612237453460693","0.35612237453460693","0.35612237453460693"
"116701","583503","583503","583503","0.8098084926605225","0.8098084926605225","0.8098084926605225"
"116702","583508","583508","583508","0.5839570760726929","0.5839570760726929","0.5839570760726929"
"116707","583533","583533","583533","0.8866143226623535","0.8866143226623535","0.8866143226623535"
"116724","583618","583618","583618","0.6495323181152344","0.6495323181152344","0.6495323181152344"
"116760","583798","583798","583798","0.3852226138114929","0.3852226138114929","0.3852226138114929"
"116767","583833","583833","583833","0.5848925709724426","0.5848925709724426","0.5848925709724426"
"116777","583883","583883","583883","0.7259429097175598","0.7259429097175598","0.7259429097175598"
"116790","583948","583948","583948","0.05335082858800888","0.05335082858800888","0.05335082858800888"
"116795","583973","583973","583973","0.9421512484550476","0.9421512484550476","0.9421512484550476"
"116815","584073","584073","584073","0.7697016000747681","0.7697016000747681","0.7697016000747681"
"116832","584158","584158","584158","0.6162940263748169","0.6162940263748169","0.6162940263748169"
"116840","584198","584198","584198","0.49883830547332764","0.49883830547332764","0.49883830547332764"
"116841","584203","584203","584203","0.2712121903896332","0.2712121903896332","0.2712121903896332"
"116865","584323","584323","584323","0.23129509389400482","0.23129509389400482","0.23129509389400482"
"116875","584373","584373","584373","0.6536617279052734","0.6536617279052734","0.6536617279052734"
"116887","584433","584433","584433","0.8363170623779297","0.8363170623779297","0.8363170623779297"
"116889","584443","584443","584443","0.5028924942016602","0.5028924942016602","0.5028924942016602"
"116910","584548","584548","584548","1.4146456718444824","1.4146456718444824","1.4146456718444824"
"116916","584578","584578","584578","1.2717406749725342","1.2717406749725342","1.2717406749725342"
"116944","584718","584718","584718","0.4920708239078522","0.4920708239078522","0.4920708239078522"
"116951","584753","584753","584753","0.1615074872970581","0.1615074872970581","0.1615074872970581"
"116952","584758","584758","584758","0.5476393699645996","0.5476393699645996","0.5476393699645996"
"116960","584798","584798","584798","3.579895257949829","3.579895257949829","3.579895257949829"
"116961","584803","584803","584803","0.10684917122125626","0.10684917122125626","0.10684917122125626"
"116964","584818","584818","584818","0.5959222316741943","0.5959222316741943","0.5959222316741943"
"116973","584863","584863","584863","2.0791068077087402","2.0791068077087402","2.0791068077087402"
"116977","584883","584883","584883","0.394607812166214","0.394607812166214","0.394607812166214"
"116986","584928","584928","584928","1.2410995960235596","1.2410995960235596","1.2410995960235596"
"116996","584978","584978","584978","0.20028789341449738","0.20028789341449738","0.20028789341449738"
"117026","585128","585128","585128","0.6672660112380981","0.6672660112380981","0.6672660112380981"
"117052","585258","585258","585258","1.3761154413223267","1.3761154413223267","1.3761154413223267"
"117080","585398","585398","585398","0.6730990409851074","0.6730990409851074","0.6730990409851074"
"117088","585438","585438","585438","1.3783869743347168","1.3783869743347168","1.3783869743347168"
"117097","585483","585483","585483","1.0299289226531982","1.0299289226531982","1.0299289226531982"
"117102","585508","585508","585508","0.4006619453430176","0.4006619453430176","0.4006619453430176"
"117111","585553","585553","585553","0.39604830741882324","0.39604830741882324","0.39604830741882324"
"117115","585573","585573","585573","0.12402597069740295","0.12402597069740295","0.12402597069740295"
"117121","585603","585603","585603","0.6499578952789307","0.6499578952789307","0.6499578952789307"
"117124","585618","585618","585618","1.1705615520477295","1.1705615520477295","1.1705615520477295"
"117133","585663","585663","585663","1.4872380495071411","1.4872380495071411","1.4872380495071411"
"117134","585668","585668","585668","0.7516368627548218","0.7516368627548218","0.7516368627548218"
"117147","585733","585733","585733","0.1521090567111969","0.1521090567111969","0.1521090567111969"
"117159","585793","585793","585793","0.39564165472984314","0.39564165472984314","0.39564165472984314"
"117164","585818","585818","585818","0.07780743390321732","0.07780743390321732","0.07780743390321732"
"117166","585828","585828","585828","0.35940879583358765","0.35940879583358765","0.35940879583358765"
"117170","585848","585848","585848","0.6580308675765991","0.6580308675765991","0.6580308675765991"
"117187","585933","585933","585933","1.5292363166809082","1.5292363166809082","1.5292363166809082"
"117194","585968","585968","585968","0.21719947457313538","0.21719947457313538","0.21719947457313538"
"117214","586068","586068","586068","0.6688116788864136","0.6688116788864136","0.6688116788864136"
"117216","586078","586078","586078","1.3902645111083984","1.3902645111083984","1.3902645111083984"
"117239","586193","586193","586193","0.553638756275177","0.553638756275177","0.553638756275177"
"117243","586213","586213","586213","1.4827011823654175","1.4827011823654175","1.4827011823654175"
"117255","586273","586273","586273","0.6235289573669434","0.6235289573669434","0.6235289573669434"
"117258","586288","586288","586288","0.3550482988357544","0.3550482988357544","0.3550482988357544"
"117259","586293","586293","586293","0.40281417965888977","0.40281417965888977","0.40281417965888977"
"117260","586298","586298","586298","1.3680917024612427","1.3680917024612427","1.3680917024612427"
"117274","586368","586368","586368","0.16035892069339752","0.16035892069339752","0.16035892069339752"
"117287","586433","586433","586433","1.091888189315796","1.091888189315796","1.091888189315796"
"117302","586508","586508","586508","1.344577670097351","1.344577670097351","1.344577670097351"
"117312","586558","586558","586558","0.3181646466255188","0.3181646466255188","0.3181646466255188"
"117329","586643","586643","586643","0.9994617700576782","0.9994617700576782","0.9994617700576782"
"117336","586678","586678","586678","0.6000223159790039","0.6000223159790039","0.6000223159790039"
"117362","586808","586808","586808","0.7432326674461365","0.7432326674461365","0.7432326674461365"
"117367","586833","586833","586833","0.4484066367149353","0.4484066367149353","0.4484066367149353"
"117375","586873","586873","586873","1.2761154174804688","1.2761154174804688","1.2761154174804688"
"117381","586903","586903","586903","1.4165866374969482","1.4165866374969482","1.4165866374969482"
"117388","586938","586938","586938","0.6304101943969727","0.6304101943969727","0.6304101943969727"
"117394","586968","586968","586968","1.5183708667755127","1.5183708667755127","1.5183708667755127"
"117450","587248","587248","587248","1.123468041419983","1.123468041419983","1.123468041419983"
"117460","587298","587298","587298","1.2094085216522217","1.2094085216522217","1.2094085216522217"
"117469","587343","587343","587343","2.836972713470459","2.836972713470459","2.836972713470459"
"117472","587358","587358","587358","1.6510956287384033","1.6510956287384033","1.6510956287384033"
"117473","587363","587363","587363","0.1664375215768814","0.1664375215768814","0.1664375215768814"
"117477","587383","587383","587383","0.7513027787208557","0.7513027787208557","0.7513027787208557"
"117501","587503","587503","587503","1.2514472007751465","1.2514472007751465","1.2514472007751465"
"117507","587533","587533","587533","0.7964723706245422","0.7964723706245422","0.7964723706245422"
"117519","587593","587593","587593","0.27206018567085266","0.27206018567085266","0.27206018567085266"
"117529","587643","587643","587643","0.3763260245323181","0.3763260245323181","0.3763260245323181"
"117537","587683","587683","587683","0.5836459398269653","0.5836459398269653","0.5836459398269653"
"117539","587693","587693","587693","1.1489529609680176","1.1489529609680176","1.1489529609680176"
"117542","587708","587708","587708","0.5276126861572266","0.5276126861572266","0.5276126861572266"
"117545","587723","587723","587723","0.7359827160835266","0.7359827160835266","0.7359827160835266"
