"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - MLM loss","run-multi-task-debiasing-1-logit - MLM loss__MIN","run-multi-task-debiasing-1-logit - MLM loss__MAX"
"96909","484544","484544","484544","1.1068739891052246","1.1068739891052246","1.1068739891052246"
"96921","484604","484604","484604","2.0084197521209717","2.0084197521209717","2.0084197521209717"
"96924","484619","484619","484619","1.6520886421203613","1.6520886421203613","1.6520886421203613"
"96927","484634","484634","484634","1.1686995029449463","1.1686995029449463","1.1686995029449463"
"96947","484734","484734","484734","1.7740682363510132","1.7740682363510132","1.7740682363510132"
"96971","484854","484854","484854","2.43637752532959","2.43637752532959","2.43637752532959"
"96979","484894","484894","484894","1.3196699619293213","1.3196699619293213","1.3196699619293213"
"96984","484919","484919","484919","1.814925193786621","1.814925193786621","1.814925193786621"
"96997","484984","484984","484984","1.8547658920288086","1.8547658920288086","1.8547658920288086"
"97000","484999","484999","484999","2.223886728286743","2.223886728286743","2.223886728286743"
"97002","485009","485009","485009","1.602911114692688","1.602911114692688","1.602911114692688"
"97004","485019","485019","485019","1.7319849729537964","1.7319849729537964","1.7319849729537964"
"97017","485084","485084","485084","1.2296373844146729","1.2296373844146729","1.2296373844146729"
"97025","485124","485124","485124","2.1574747562408447","2.1574747562408447","2.1574747562408447"
"97027","485134","485134","485134","1.5398712158203125","1.5398712158203125","1.5398712158203125"
"97040","485199","485199","485199","2.0142338275909424","2.0142338275909424","2.0142338275909424"
"97042","485209","485209","485209","1.7926466464996338","1.7926466464996338","1.7926466464996338"
"97053","485264","485264","485264","1.6562079191207886","1.6562079191207886","1.6562079191207886"
"97065","485324","485324","485324","1.9776617288589478","1.9776617288589478","1.9776617288589478"
"97073","485364","485364","485364","1.5446150302886963","1.5446150302886963","1.5446150302886963"
"97088","485439","485439","485439","1.8359575271606445","1.8359575271606445","1.8359575271606445"
"97097","485484","485484","485484","1.6476879119873047","1.6476879119873047","1.6476879119873047"
"97109","485544","485544","485544","1.9348628520965576","1.9348628520965576","1.9348628520965576"
"97122","485609","485609","485609","1.3704246282577515","1.3704246282577515","1.3704246282577515"
"97129","485644","485644","485644","1.3213720321655273","1.3213720321655273","1.3213720321655273"
"97130","485649","485649","485649","1.1959034204483032","1.1959034204483032","1.1959034204483032"
"97131","485654","485654","485654","2.020719051361084","2.020719051361084","2.020719051361084"
"97147","485734","485734","485734","2.0023393630981445","2.0023393630981445","2.0023393630981445"
"97150","485749","485749","485749","1.6513667106628418","1.6513667106628418","1.6513667106628418"
"97152","485759","485759","485759","1.8553564548492432","1.8553564548492432","1.8553564548492432"
"97160","485799","485799","485799","1.7728275060653687","1.7728275060653687","1.7728275060653687"
"97166","485829","485829","485829","1.9270740747451782","1.9270740747451782","1.9270740747451782"
"97169","485844","485844","485844","1.894408106803894","1.894408106803894","1.894408106803894"
"97206","486029","486029","486029","1.9683293104171753","1.9683293104171753","1.9683293104171753"
"97209","486044","486044","486044","1.5680288076400757","1.5680288076400757","1.5680288076400757"
"97223","486114","486114","486114","1.5549923181533813","1.5549923181533813","1.5549923181533813"
"97242","486209","486209","486209","1.484391450881958","1.484391450881958","1.484391450881958"
"97259","486294","486294","486294","1.3544470071792603","1.3544470071792603","1.3544470071792603"
"97262","486309","486309","486309","1.9489530324935913","1.9489530324935913","1.9489530324935913"
"97271","486354","486354","486354","1.956898808479309","1.956898808479309","1.956898808479309"
"97272","486359","486359","486359","1.8885643482208252","1.8885643482208252","1.8885643482208252"
"97275","486374","486374","486374","1.4682070016860962","1.4682070016860962","1.4682070016860962"
"97279","486394","486394","486394","1.3772107362747192","1.3772107362747192","1.3772107362747192"
"97293","486464","486464","486464","1.3161377906799316","1.3161377906799316","1.3161377906799316"
"97353","486764","486764","486764","1.9414331912994385","1.9414331912994385","1.9414331912994385"
"97362","486809","486809","486809","2.248516082763672","2.248516082763672","2.248516082763672"
"97370","486849","486849","486849","1.7024970054626465","1.7024970054626465","1.7024970054626465"
"97385","486924","486924","486924","1.7053847312927246","1.7053847312927246","1.7053847312927246"
"97390","486949","486949","486949","2.2319436073303223","2.2319436073303223","2.2319436073303223"
"97395","486974","486974","486974","1.4139760732650757","1.4139760732650757","1.4139760732650757"
"97397","486984","486984","486984","1.475170373916626","1.475170373916626","1.475170373916626"
"97402","487009","487009","487009","1.5752811431884766","1.5752811431884766","1.5752811431884766"
"97405","487024","487024","487024","1.4619888067245483","1.4619888067245483","1.4619888067245483"
"97411","487054","487054","487054","2.0540828704833984","2.0540828704833984","2.0540828704833984"
"97414","487069","487069","487069","2.231675148010254","2.231675148010254","2.231675148010254"
"97415","487074","487074","487074","1.6078925132751465","1.6078925132751465","1.6078925132751465"
"97435","487174","487174","487174","1.59889554977417","1.59889554977417","1.59889554977417"
"97436","487179","487179","487179","1.6860030889511108","1.6860030889511108","1.6860030889511108"
"97438","487189","487189","487189","1.5514707565307617","1.5514707565307617","1.5514707565307617"
"97455","487274","487274","487274","2.100508451461792","2.100508451461792","2.100508451461792"
"97459","487294","487294","487294","1.9546747207641602","1.9546747207641602","1.9546747207641602"
"97469","487344","487344","487344","0.8298891186714172","0.8298891186714172","0.8298891186714172"
"97499","487494","487494","487494","1.5417433977127075","1.5417433977127075","1.5417433977127075"
"97507","487534","487534","487534","1.6537569761276245","1.6537569761276245","1.6537569761276245"
"97543","487714","487714","487714","1.3832770586013794","1.3832770586013794","1.3832770586013794"
"97585","487924","487924","487924","1.680364727973938","1.680364727973938","1.680364727973938"
"97605","488024","488024","488024","1.5622594356536865","1.5622594356536865","1.5622594356536865"
"97614","488069","488069","488069","1.4479917287826538","1.4479917287826538","1.4479917287826538"
"97644","488219","488219","488219","1.554748296737671","1.554748296737671","1.554748296737671"
"97649","488244","488244","488244","2.0211899280548096","2.0211899280548096","2.0211899280548096"
"97652","488259","488259","488259","1.6356117725372314","1.6356117725372314","1.6356117725372314"
"97657","488284","488284","488284","1.8291324377059937","1.8291324377059937","1.8291324377059937"
"97662","488309","488309","488309","2.0413742065429688","2.0413742065429688","2.0413742065429688"
"97678","488389","488389","488389","1.975788950920105","1.975788950920105","1.975788950920105"
"97706","488529","488529","488529","1.886637806892395","1.886637806892395","1.886637806892395"
"97709","488544","488544","488544","2.310699462890625","2.310699462890625","2.310699462890625"
"97731","488654","488654","488654","1.6972544193267822","1.6972544193267822","1.6972544193267822"
"97736","488679","488679","488679","1.2393035888671875","1.2393035888671875","1.2393035888671875"
"97754","488769","488769","488769","2.026052951812744","2.026052951812744","2.026052951812744"
"97765","488824","488824","488824","1.6910364627838135","1.6910364627838135","1.6910364627838135"
"97823","489114","489114","489114","1.6488491296768188","1.6488491296768188","1.6488491296768188"
"97849","489244","489244","489244","1.8033883571624756","1.8033883571624756","1.8033883571624756"
"97855","489274","489274","489274","1.8094756603240967","1.8094756603240967","1.8094756603240967"
"97856","489279","489279","489279","1.8306944370269775","1.8306944370269775","1.8306944370269775"
"97861","489304","489304","489304","1.5403658151626587","1.5403658151626587","1.5403658151626587"
"97917","489584","489584","489584","1.9763447046279907","1.9763447046279907","1.9763447046279907"
"97928","489639","489639","489639","1.5908857583999634","1.5908857583999634","1.5908857583999634"
"97959","489794","489794","489794","1.588870644569397","1.588870644569397","1.588870644569397"
"97976","489879","489879","489879","1.9703282117843628","1.9703282117843628","1.9703282117843628"
"97988","489939","489939","489939","1.1790951490402222","1.1790951490402222","1.1790951490402222"
"97999","489994","489994","489994","2.2181453704833984","2.2181453704833984","2.2181453704833984"
"98009","490044","490044","490044","2.0594096183776855","2.0594096183776855","2.0594096183776855"
"98010","490049","490049","490049","1.8093407154083252","1.8093407154083252","1.8093407154083252"
"98027","490134","490134","490134","1.6507266759872437","1.6507266759872437","1.6507266759872437"
"98066","490329","490329","490329","1.5882031917572021","1.5882031917572021","1.5882031917572021"
"98074","490369","490369","490369","1.8360388278961182","1.8360388278961182","1.8360388278961182"
"98078","490389","490389","490389","1.6606810092926025","1.6606810092926025","1.6606810092926025"
"98082","490409","490409","490409","2.2364683151245117","2.2364683151245117","2.2364683151245117"
"98086","490429","490429","490429","1.2830694913864136","1.2830694913864136","1.2830694913864136"
"98111","490554","490554","490554","1.899776577949524","1.899776577949524","1.899776577949524"
"98112","490559","490559","490559","1.8605895042419434","1.8605895042419434","1.8605895042419434"
"98139","490694","490694","490694","1.9556959867477417","1.9556959867477417","1.9556959867477417"
"98154","490769","490769","490769","1.5262730121612549","1.5262730121612549","1.5262730121612549"
"98196","490979","490979","490979","1.7685171365737915","1.7685171365737915","1.7685171365737915"
"98203","491014","491014","491014","1.762242317199707","1.762242317199707","1.762242317199707"
"98206","491029","491029","491029","1.567367434501648","1.567367434501648","1.567367434501648"
"98224","491119","491119","491119","1.746659755706787","1.746659755706787","1.746659755706787"
"98238","491189","491189","491189","1.192463994026184","1.192463994026184","1.192463994026184"
"98239","491194","491194","491194","2.217247486114502","2.217247486114502","2.217247486114502"
"98272","491359","491359","491359","1.824859619140625","1.824859619140625","1.824859619140625"
"98282","491409","491409","491409","1.9865820407867432","1.9865820407867432","1.9865820407867432"
"98283","491414","491414","491414","1.5304580926895142","1.5304580926895142","1.5304580926895142"
"98291","491454","491454","491454","1.6279770135879517","1.6279770135879517","1.6279770135879517"
"98295","491474","491474","491474","1.4963171482086182","1.4963171482086182","1.4963171482086182"
"98298","491489","491489","491489","1.961319088935852","1.961319088935852","1.961319088935852"
"98311","491554","491554","491554","1.493514895439148","1.493514895439148","1.493514895439148"
"98315","491574","491574","491574","1.888659954071045","1.888659954071045","1.888659954071045"
"98326","491629","491629","491629","1.8834253549575806","1.8834253549575806","1.8834253549575806"
"98329","491644","491644","491644","1.7588986158370972","1.7588986158370972","1.7588986158370972"
"98342","491709","491709","491709","2.0330212116241455","2.0330212116241455","2.0330212116241455"
"98359","491794","491794","491794","2.0916147232055664","2.0916147232055664","2.0916147232055664"
"98360","491799","491799","491799","1.9050687551498413","1.9050687551498413","1.9050687551498413"
"98364","491819","491819","491819","1.7879266738891602","1.7879266738891602","1.7879266738891602"
"98394","491969","491969","491969","2.1348750591278076","2.1348750591278076","2.1348750591278076"
"98397","491984","491984","491984","1.2443230152130127","1.2443230152130127","1.2443230152130127"
"98432","492159","492159","492159","1.617544412612915","1.617544412612915","1.617544412612915"
"98444","492219","492219","492219","1.7674082517623901","1.7674082517623901","1.7674082517623901"
"98449","492244","492244","492244","1.9133238792419434","1.9133238792419434","1.9133238792419434"
"98455","492274","492274","492274","2.3994462490081787","2.3994462490081787","2.3994462490081787"
"98461","492304","492304","492304","2.2420096397399902","2.2420096397399902","2.2420096397399902"
"98463","492314","492314","492314","1.6824500560760498","1.6824500560760498","1.6824500560760498"
"98495","492474","492474","492474","1.5351465940475464","1.5351465940475464","1.5351465940475464"
"98499","492494","492494","492494","2.3972434997558594","2.3972434997558594","2.3972434997558594"
"98504","492519","492519","492519","1.65837824344635","1.65837824344635","1.65837824344635"
"98509","492544","492544","492544","2.2240171432495117","2.2240171432495117","2.2240171432495117"
"98513","492564","492564","492564","1.9004323482513428","1.9004323482513428","1.9004323482513428"
"98519","492594","492594","492594","1.5650272369384766","1.5650272369384766","1.5650272369384766"
"98532","492659","492659","492659","1.9719974994659424","1.9719974994659424","1.9719974994659424"
"98533","492664","492664","492664","1.7894134521484375","1.7894134521484375","1.7894134521484375"
"98558","492789","492789","492789","1.8068459033966064","1.8068459033966064","1.8068459033966064"
"98559","492794","492794","492794","2.0647926330566406","2.0647926330566406","2.0647926330566406"
"98577","492884","492884","492884","1.0857150554656982","1.0857150554656982","1.0857150554656982"
"98582","492909","492909","492909","1.9304869174957275","1.9304869174957275","1.9304869174957275"
"98592","492959","492959","492959","1.533262848854065","1.533262848854065","1.533262848854065"
"98605","493024","493024","493024","1.8442929983139038","1.8442929983139038","1.8442929983139038"
"98629","493144","493144","493144","1.947113275527954","1.947113275527954","1.947113275527954"
"98631","493154","493154","493154","2.2812793254852295","2.2812793254852295","2.2812793254852295"
"98633","493164","493164","493164","2.148833990097046","2.148833990097046","2.148833990097046"
"98634","493169","493169","493169","1.7317829132080078","1.7317829132080078","1.7317829132080078"
"98636","493179","493179","493179","1.4239120483398438","1.4239120483398438","1.4239120483398438"
"98651","493254","493254","493254","1.548526406288147","1.548526406288147","1.548526406288147"
"98657","493284","493284","493284","1.6645172834396362","1.6645172834396362","1.6645172834396362"
"98662","493309","493309","493309","1.509537935256958","1.509537935256958","1.509537935256958"
"98673","493364","493364","493364","1.961264729499817","1.961264729499817","1.961264729499817"
"98686","493429","493429","493429","1.757445216178894","1.757445216178894","1.757445216178894"
"98699","493494","493494","493494","1.9854696989059448","1.9854696989059448","1.9854696989059448"
"98703","493514","493514","493514","1.9401336908340454","1.9401336908340454","1.9401336908340454"
"98713","493564","493564","493564","1.984876036643982","1.984876036643982","1.984876036643982"
"98714","493569","493569","493569","1.7859190702438354","1.7859190702438354","1.7859190702438354"
"98717","493584","493584","493584","1.3641855716705322","1.3641855716705322","1.3641855716705322"
"98732","493659","493659","493659","1.7459837198257446","1.7459837198257446","1.7459837198257446"
"98740","493699","493699","493699","1.7578197717666626","1.7578197717666626","1.7578197717666626"
"98752","493759","493759","493759","1.8880846500396729","1.8880846500396729","1.8880846500396729"
"98763","493814","493814","493814","1.6816844940185547","1.6816844940185547","1.6816844940185547"
"98785","493924","493924","493924","1.916926622390747","1.916926622390747","1.916926622390747"
"98793","493964","493964","493964","1.9372824430465698","1.9372824430465698","1.9372824430465698"
"98804","494019","494019","494019","1.790921688079834","1.790921688079834","1.790921688079834"
"98850","494249","494249","494249","2.2415008544921875","2.2415008544921875","2.2415008544921875"
"98863","494314","494314","494314","2.0570144653320312","2.0570144653320312","2.0570144653320312"
"98883","494414","494414","494414","1.4270657300949097","1.4270657300949097","1.4270657300949097"
"98907","494534","494534","494534","1.2684075832366943","1.2684075832366943","1.2684075832366943"
"98946","494729","494729","494729","1.6787515878677368","1.6787515878677368","1.6787515878677368"
"98964","494819","494819","494819","1.6922156810760498","1.6922156810760498","1.6922156810760498"
"98970","494849","494849","494849","2.0639424324035645","2.0639424324035645","2.0639424324035645"
"98971","494854","494854","494854","2.1538543701171875","2.1538543701171875","2.1538543701171875"
"98983","494914","494914","494914","1.777488350868225","1.777488350868225","1.777488350868225"
"99003","495014","495014","495014","1.638905644416809","1.638905644416809","1.638905644416809"
"99034","495169","495169","495169","1.37486732006073","1.37486732006073","1.37486732006073"
"99037","495184","495184","495184","1.7953006029129028","1.7953006029129028","1.7953006029129028"
"99038","495189","495189","495189","1.5614510774612427","1.5614510774612427","1.5614510774612427"
"99039","495194","495194","495194","1.820298194885254","1.820298194885254","1.820298194885254"
"99062","495309","495309","495309","1.7331126928329468","1.7331126928329468","1.7331126928329468"
"99064","495319","495319","495319","1.9807920455932617","1.9807920455932617","1.9807920455932617"
"99065","495324","495324","495324","1.1624054908752441","1.1624054908752441","1.1624054908752441"
"99091","495454","495454","495454","1.633158802986145","1.633158802986145","1.633158802986145"
"99116","495579","495579","495579","1.7724237442016602","1.7724237442016602","1.7724237442016602"
"99122","495609","495609","495609","1.7137653827667236","1.7137653827667236","1.7137653827667236"
"99133","495664","495664","495664","1.9909945726394653","1.9909945726394653","1.9909945726394653"
"99150","495749","495749","495749","1.6616532802581787","1.6616532802581787","1.6616532802581787"
"99153","495764","495764","495764","1.6416840553283691","1.6416840553283691","1.6416840553283691"
"99174","495869","495869","495869","1.7482926845550537","1.7482926845550537","1.7482926845550537"
"99178","495889","495889","495889","1.4883592128753662","1.4883592128753662","1.4883592128753662"
"99185","495924","495924","495924","1.6705949306488037","1.6705949306488037","1.6705949306488037"
"99191","495954","495954","495954","1.6734743118286133","1.6734743118286133","1.6734743118286133"
"99205","496024","496024","496024","2.0463461875915527","2.0463461875915527","2.0463461875915527"
"99230","496149","496149","496149","1.642975091934204","1.642975091934204","1.642975091934204"
"99238","496189","496189","496189","1.6063305139541626","1.6063305139541626","1.6063305139541626"
"99243","496214","496214","496214","1.5094542503356934","1.5094542503356934","1.5094542503356934"
"99262","496309","496309","496309","1.7987443208694458","1.7987443208694458","1.7987443208694458"
"99263","496314","496314","496314","1.5771580934524536","1.5771580934524536","1.5771580934524536"
"99266","496329","496329","496329","2.2564589977264404","2.2564589977264404","2.2564589977264404"
"99273","496364","496364","496364","1.2167528867721558","1.2167528867721558","1.2167528867721558"
"99285","496424","496424","496424","2.0810937881469727","2.0810937881469727","2.0810937881469727"
"99309","496544","496544","496544","1.8548458814620972","1.8548458814620972","1.8548458814620972"
"99311","496554","496554","496554","1.318196177482605","1.318196177482605","1.318196177482605"
"99313","496564","496564","496564","1.8704860210418701","1.8704860210418701","1.8704860210418701"
"99332","496659","496659","496659","1.8549667596817017","1.8549667596817017","1.8549667596817017"
"99357","496784","496784","496784","1.8210898637771606","1.8210898637771606","1.8210898637771606"
"99372","496859","496859","496859","1.8779489994049072","1.8779489994049072","1.8779489994049072"
"99378","496889","496889","496889","1.9400923252105713","1.9400923252105713","1.9400923252105713"
"99383","496914","496914","496914","2.08935546875","2.08935546875","2.08935546875"
"99386","496929","496929","496929","1.5784103870391846","1.5784103870391846","1.5784103870391846"
"99388","496939","496939","496939","1.723724365234375","1.723724365234375","1.723724365234375"
"99395","496974","496974","496974","1.6622949838638306","1.6622949838638306","1.6622949838638306"
"99419","497094","497094","497094","2.3343052864074707","2.3343052864074707","2.3343052864074707"
"99432","497159","497159","497159","1.9541319608688354","1.9541319608688354","1.9541319608688354"
"99439","497194","497194","497194","1.6762205362319946","1.6762205362319946","1.6762205362319946"
"99446","497229","497229","497229","1.7461458444595337","1.7461458444595337","1.7461458444595337"
"99447","497234","497234","497234","1.8334882259368896","1.8334882259368896","1.8334882259368896"
"99459","497294","497294","497294","1.8629636764526367","1.8629636764526367","1.8629636764526367"
"99481","497404","497404","497404","1.622426986694336","1.622426986694336","1.622426986694336"
"99482","497409","497409","497409","1.9304603338241577","1.9304603338241577","1.9304603338241577"
"99487","497434","497434","497434","1.3447554111480713","1.3447554111480713","1.3447554111480713"
"99506","497529","497529","497529","1.4984629154205322","1.4984629154205322","1.4984629154205322"
"99533","497664","497664","497664","1.5935765504837036","1.5935765504837036","1.5935765504837036"
"99537","497684","497684","497684","1.7949687242507935","1.7949687242507935","1.7949687242507935"
"99539","497694","497694","497694","2.0049986839294434","2.0049986839294434","2.0049986839294434"
"99550","497749","497749","497749","1.7360080480575562","1.7360080480575562","1.7360080480575562"
"99561","497804","497804","497804","1.8683786392211914","1.8683786392211914","1.8683786392211914"
"99583","497914","497914","497914","2.1044232845306396","2.1044232845306396","2.1044232845306396"
"99604","498019","498019","498019","1.8042727708816528","1.8042727708816528","1.8042727708816528"
"99628","498139","498139","498139","1.532784104347229","1.532784104347229","1.532784104347229"
"99634","498169","498169","498169","1.8503795862197876","1.8503795862197876","1.8503795862197876"
"99659","498294","498294","498294","1.489344596862793","1.489344596862793","1.489344596862793"
"99663","498314","498314","498314","1.581511378288269","1.581511378288269","1.581511378288269"
"99672","498359","498359","498359","1.7845838069915771","1.7845838069915771","1.7845838069915771"
"99677","498384","498384","498384","1.103406310081482","1.103406310081482","1.103406310081482"
"99679","498394","498394","498394","1.7864806652069092","1.7864806652069092","1.7864806652069092"
"99692","498459","498459","498459","1.757380485534668","1.757380485534668","1.757380485534668"
"99740","498699","498699","498699","1.578884482383728","1.578884482383728","1.578884482383728"
"99755","498774","498774","498774","1.8895612955093384","1.8895612955093384","1.8895612955093384"
"99779","498894","498894","498894","2.2126824855804443","2.2126824855804443","2.2126824855804443"
"99793","498964","498964","498964","1.9046096801757812","1.9046096801757812","1.9046096801757812"
"99794","498969","498969","498969","1.4270241260528564","1.4270241260528564","1.4270241260528564"
"99801","499004","499004","499004","1.6876341104507446","1.6876341104507446","1.6876341104507446"
"99802","499009","499009","499009","2.434018135070801","2.434018135070801","2.434018135070801"
"99804","499019","499019","499019","1.7246286869049072","1.7246286869049072","1.7246286869049072"
"99805","499024","499024","499024","1.75447416305542","1.75447416305542","1.75447416305542"
"99818","499089","499089","499089","1.6533838510513306","1.6533838510513306","1.6533838510513306"
"99838","499189","499189","499189","0.821770429611206","0.821770429611206","0.821770429611206"
"99843","499214","499214","499214","1.687337040901184","1.687337040901184","1.687337040901184"
"99848","499239","499239","499239","1.8353781700134277","1.8353781700134277","1.8353781700134277"
"99853","499264","499264","499264","1.4643183946609497","1.4643183946609497","1.4643183946609497"
"99872","499359","499359","499359","0.9913294911384583","0.9913294911384583","0.9913294911384583"
"99874","499369","499369","499369","1.3914800882339478","1.3914800882339478","1.3914800882339478"
"99876","499379","499379","499379","1.4547597169876099","1.4547597169876099","1.4547597169876099"
"99886","499429","499429","499429","1.3908061981201172","1.3908061981201172","1.3908061981201172"
"99894","499469","499469","499469","1.54469895362854","1.54469895362854","1.54469895362854"
"99926","499629","499629","499629","1.2817147970199585","1.2817147970199585","1.2817147970199585"
"99928","499639","499639","499639","1.3040096759796143","1.3040096759796143","1.3040096759796143"
"99929","499644","499644","499644","1.9339667558670044","1.9339667558670044","1.9339667558670044"
"99940","499699","499699","499699","1.6848423480987549","1.6848423480987549","1.6848423480987549"
"99942","499709","499709","499709","1.796730875968933","1.796730875968933","1.796730875968933"
"99971","499854","499854","499854","1.5181668996810913","1.5181668996810913","1.5181668996810913"
"99975","499874","499874","499874","1.7386558055877686","1.7386558055877686","1.7386558055877686"
"99981","499904","499904","499904","1.7143079042434692","1.7143079042434692","1.7143079042434692"
"99986","499929","499929","499929","2.099560022354126","2.099560022354126","2.099560022354126"
"99988","499939","499939","499939","1.3515385389328003","1.3515385389328003","1.3515385389328003"
"100015","500074","500074","500074","1.5722447633743286","1.5722447633743286","1.5722447633743286"
"100019","500094","500094","500094","1.7477130889892578","1.7477130889892578","1.7477130889892578"
"100058","500289","500289","500289","1.6959078311920166","1.6959078311920166","1.6959078311920166"
"100061","500304","500304","500304","1.7953397035598755","1.7953397035598755","1.7953397035598755"
"100066","500329","500329","500329","1.5912330150604248","1.5912330150604248","1.5912330150604248"
"100078","500389","500389","500389","2.2039432525634766","2.2039432525634766","2.2039432525634766"
"100102","500509","500509","500509","1.2986611127853394","1.2986611127853394","1.2986611127853394"
"100112","500559","500559","500559","1.5293086767196655","1.5293086767196655","1.5293086767196655"
"100114","500569","500569","500569","1.4238539934158325","1.4238539934158325","1.4238539934158325"
"100119","500594","500594","500594","1.8764595985412598","1.8764595985412598","1.8764595985412598"
"100146","500729","500729","500729","1.3484063148498535","1.3484063148498535","1.3484063148498535"
"100147","500734","500734","500734","1.988623023033142","1.988623023033142","1.988623023033142"
"100160","500799","500799","500799","1.5728625059127808","1.5728625059127808","1.5728625059127808"
"100166","500829","500829","500829","1.393255591392517","1.393255591392517","1.393255591392517"
"100168","500839","500839","500839","1.5992529392242432","1.5992529392242432","1.5992529392242432"
"100183","500914","500914","500914","1.9889973402023315","1.9889973402023315","1.9889973402023315"
"100185","500924","500924","500924","1.4783786535263062","1.4783786535263062","1.4783786535263062"
"100187","500934","500934","500934","1.2004566192626953","1.2004566192626953","1.2004566192626953"
"100222","501109","501109","501109","1.8422662019729614","1.8422662019729614","1.8422662019729614"
"100246","501229","501229","501229","1.3004653453826904","1.3004653453826904","1.3004653453826904"
"100263","501314","501314","501314","1.524388313293457","1.524388313293457","1.524388313293457"
"100269","501344","501344","501344","1.9673272371292114","1.9673272371292114","1.9673272371292114"
"100318","501589","501589","501589","1.9832763671875","1.9832763671875","1.9832763671875"
"100319","501594","501594","501594","1.9871991872787476","1.9871991872787476","1.9871991872787476"
"100334","501669","501669","501669","1.89863121509552","1.89863121509552","1.89863121509552"
"100337","501684","501684","501684","1.4379019737243652","1.4379019737243652","1.4379019737243652"
"100362","501809","501809","501809","1.9093420505523682","1.9093420505523682","1.9093420505523682"
"100371","501854","501854","501854","1.3760616779327393","1.3760616779327393","1.3760616779327393"
"100396","501979","501979","501979","1.4497805833816528","1.4497805833816528","1.4497805833816528"
"100400","501999","501999","501999","1.8804588317871094","1.8804588317871094","1.8804588317871094"
"100402","502009","502009","502009","2.0281972885131836","2.0281972885131836","2.0281972885131836"
"100418","502089","502089","502089","1.4983333349227905","1.4983333349227905","1.4983333349227905"
"100426","502129","502129","502129","1.3733386993408203","1.3733386993408203","1.3733386993408203"
"100428","502139","502139","502139","2.0562429428100586","2.0562429428100586","2.0562429428100586"
"100443","502214","502214","502214","1.278705358505249","1.278705358505249","1.278705358505249"
"100465","502324","502324","502324","1.9355117082595825","1.9355117082595825","1.9355117082595825"
"100479","502394","502394","502394","2.0587046146392822","2.0587046146392822","2.0587046146392822"
"100482","502409","502409","502409","2.2048287391662598","2.2048287391662598","2.2048287391662598"
"100484","502419","502419","502419","1.6808134317398071","1.6808134317398071","1.6808134317398071"
"100557","502784","502784","502784","2.0214967727661133","2.0214967727661133","2.0214967727661133"
"100566","502829","502829","502829","1.947885274887085","1.947885274887085","1.947885274887085"
"100574","502869","502869","502869","1.6210042238235474","1.6210042238235474","1.6210042238235474"
"100577","502884","502884","502884","1.5831834077835083","1.5831834077835083","1.5831834077835083"
"100586","502929","502929","502929","1.5736089944839478","1.5736089944839478","1.5736089944839478"
"100588","502939","502939","502939","1.669945478439331","1.669945478439331","1.669945478439331"
"100624","503119","503119","503119","1.8177462816238403","1.8177462816238403","1.8177462816238403"
"100631","503154","503154","503154","1.8716864585876465","1.8716864585876465","1.8716864585876465"
"100638","503189","503189","503189","1.3899651765823364","1.3899651765823364","1.3899651765823364"
"100662","503309","503309","503309","1.3818752765655518","1.3818752765655518","1.3818752765655518"
"100671","503354","503354","503354","1.2609065771102905","1.2609065771102905","1.2609065771102905"
"100688","503439","503439","503439","1.1889320611953735","1.1889320611953735","1.1889320611953735"
"100701","503504","503504","503504","1.405285120010376","1.405285120010376","1.405285120010376"
"100713","503564","503564","503564","1.825196623802185","1.825196623802185","1.825196623802185"
"100728","503639","503639","503639","1.9483778476715088","1.9483778476715088","1.9483778476715088"
"100740","503699","503699","503699","1.8628919124603271","1.8628919124603271","1.8628919124603271"
"100746","503729","503729","503729","1.9770816564559937","1.9770816564559937","1.9770816564559937"
"100750","503749","503749","503749","1.8956844806671143","1.8956844806671143","1.8956844806671143"
"100751","503754","503754","503754","1.4531866312026978","1.4531866312026978","1.4531866312026978"
"100752","503759","503759","503759","1.3950716257095337","1.3950716257095337","1.3950716257095337"
"100761","503804","503804","503804","1.2179498672485352","1.2179498672485352","1.2179498672485352"
"100767","503834","503834","503834","1.3249242305755615","1.3249242305755615","1.3249242305755615"
"100777","503884","503884","503884","1.5697152614593506","1.5697152614593506","1.5697152614593506"
"100799","503994","503994","503994","1.5813935995101929","1.5813935995101929","1.5813935995101929"
"100811","504054","504054","504054","2.160114049911499","2.160114049911499","2.160114049911499"
"100823","504114","504114","504114","1.4077467918395996","1.4077467918395996","1.4077467918395996"
"100834","504169","504169","504169","1.5575298070907593","1.5575298070907593","1.5575298070907593"
"100848","504239","504239","504239","1.481199026107788","1.481199026107788","1.481199026107788"
"100893","504464","504464","504464","1.4439120292663574","1.4439120292663574","1.4439120292663574"
"100908","504539","504539","504539","1.1756423711776733","1.1756423711776733","1.1756423711776733"
"100926","504629","504629","504629","2.0617337226867676","2.0617337226867676","2.0617337226867676"
"100929","504644","504644","504644","1.3847376108169556","1.3847376108169556","1.3847376108169556"
"100930","504649","504649","504649","1.87679922580719","1.87679922580719","1.87679922580719"
"100937","504684","504684","504684","1.9981647729873657","1.9981647729873657","1.9981647729873657"
"100971","504854","504854","504854","2.133301258087158","2.133301258087158","2.133301258087158"
"100973","504864","504864","504864","1.6938505172729492","1.6938505172729492","1.6938505172729492"
